Year	Period	Rainfall
1904	30	81
1904	31	161
1904	32	7
1904	33	111
1904	34	8
1904	35	101
1904	36	0
1904	37	16
1904	38	37
1904	39	21
1904	40	66
1904	41	58
1904	42	21
1904	43	20
1904	44	18
1904	45	11
1904	46	0
1904	47	46
1904	48	27
1904	49	118
1904	50	20
1904	51	0
1904	52	51
1904	53	0
1904	54	10
1904	55	3
1904	56	1
1904	57	0
1904	58	0
1904	59	0
1904	60	0
1904	61	0
1905	1	93
1905	2	1
1905	3	2
1905	4	0
1905	5	55
1905	6	1
1905	7	0
1905	8	1
1905	9	16
1905	10	8
1905	11	2
1905	12	0
1905	13	0
1905	14	12
1905	15	0
1905	16	76
1905	17	115
1905	18	0
1905	19	171
1905	20	4
1905	21	0
1905	22	58
1905	23	0
1905	24	22
1905	25	238
1905	26	72
1905	27	89
1905	28	118
1905	29	32
1905	30	88
1905	31	40
1905	32	142
1905	33	43
1905	34	71
1905	35	41
1905	36	20
1905	37	10
1905	38	24
1905	39	8
1905	40	34
1905	41	65
1905	42	17
1905	43	100
1905	44	6
1905	45	21
1905	46	8
1905	47	11
1905	48	13
1905	49	81
1905	50	84
1905	51	95
1905	52	0
1905	53	15
1905	54	0
1905	55	0
1905	56	3
1905	57	1
1905	58	1
1905	59	0
1905	60	0
1905	61	0
1906	1	0
1906	2	0
1906	3	0
1906	4	0
1906	5	0
1906	6	0
1906	7	0
1906	8	0
1906	9	7
1906	10	23
1906	11	0
1906	12	4
1906	13	0
1906	14	163
1906	15	51
1906	16	16
1906	17	0
1906	18	2
1906	19	18
1906	20	53
1906	21	9
1906	22	74
1906	23	78
1906	24	0
1906	25	49
1906	26	157
1906	27	78
1906	28	79
1906	29	88
1906	30	103
1906	31	25
1906	32	2
1906	33	53
1906	34	130
1906	35	52
1906	36	76
1906	37	107
1906	38	4
1906	39	71
1906	40	158
1906	41	73
1906	42	45
1906	43	57
1906	44	21
1906	45	134
1906	46	51
1906	47	75
1906	48	34
1906	49	0
1906	50	8
1906	51	23
1906	52	2
1906	53	11
1906	54	198
1906	55	28
1906	56	7
1906	57	5
1906	58	2
1906	59	146
1906	60	1
1906	61	0
1907	1	2
1907	2	0
1907	3	0
1907	4	0
1907	5	7
1907	6	0
1907	7	15
1907	8	3
1907	9	0
1907	10	0
1907	11	60
1907	12	0
1907	13	17
1907	14	4
1907	15	0
1907	16	99
1907	17	19
1907	18	10
1907	19	74
1907	20	23
1907	21	0
1907	22	13
1907	23	0
1907	24	212
1907	25	15
1907	26	130
1907	27	52
1907	28	43
1907	29	9
1907	30	0
1907	31	47
1907	32	98
1907	33	4
1907	34	57
1907	35	71
1907	36	38
1907	37	60
1907	38	58
1907	39	22
1907	40	6
1907	41	3
1907	42	18
1907	43	11
1907	44	3
1907	45	70
1907	46	30
1907	47	65
1907	48	21
1907	49	8
1907	50	0
1907	51	53
1907	52	92
1907	53	0
1907	54	7
1907	55	49
1907	56	5
1907	57	3
1907	58	0
1907	59	3
1907	60	0
1907	61	69
1908	1	0
1908	2	0
1908	3	0
1908	4	0
1908	5	0
1908	6	35
1908	7	41
1908	8	3
1908	9	0
1908	10	1
1908	11	119
1908	12	86
1908	13	38
1908	14	0
1908	15	25
1908	16	10
1908	17	0
1908	18	49
1908	19	9
1908	20	0
1908	21	69
1908	22	92
1908	23	173
1908	24	17
1908	25	35
1908	26	1
1908	27	157
1908	28	106
1908	29	228
1908	30	41
1908	31	26
1908	32	63
1908	33	8
1908	34	26
1908	35	5
1908	36	8
1908	37	7
1908	38	5
1908	39	56
1908	40	127
1908	41	98
1908	42	50
1908	43	36
1908	44	58
1908	45	46
1908	46	35
1908	47	26
1908	48	2
1908	49	325
1908	50	7
1908	51	0
1908	52	10
1908	53	0
1908	54	15
1908	55	8
1908	56	2
1908	57	0
1908	58	1
1908	59	0
1908	60	71
1908	61	0
1909	1	61
1909	2	0
1909	3	0
1909	4	13
1909	5	0
1909	6	0
1909	7	0
1909	8	0
1909	9	0
1909	10	22
1909	11	48
1909	12	10
1909	13	0
1909	14	7
1909	15	1
1909	16	19
1909	17	2
1909	18	4
1909	19	87
1909	20	214
1909	21	47
1909	22	63
1909	23	182
1909	24	0
1909	25	0
1909	26	119
1909	27	0
1909	28	84
1909	29	73
1909	30	58
1909	31	2
1909	32	39
1909	33	56
1909	34	59
1909	35	154
1909	36	84
1909	37	120
1909	38	29
1909	39	223
1909	40	131
1909	41	44
1909	42	53
1909	43	39
1909	44	11
1909	45	39
1909	46	171
1909	47	0
1909	48	31
1909	49	29
1909	50	10
1909	51	21
1909	52	0
1909	53	162
1909	54	71
1909	55	25
1909	56	25
1909	57	2
1909	58	0
1909	59	1
1909	60	24
1909	61	0
1910	1	0
1910	2	0
1910	3	0
1910	4	2
1910	5	0
1910	6	5
1910	7	1
1910	8	0
1910	9	0
1910	10	0
1910	11	372
1910	12	38
1910	13	0
1910	14	0
1910	15	0
1910	16	0
1910	17	2
1910	18	0
1910	19	0
1910	20	4
1910	21	7
1910	22	26
1910	23	119
1910	24	37
1910	25	245
1910	26	7
1910	27	29
1910	28	5
1910	29	107
1910	30	162
1910	31	21
1910	32	53
1910	33	95
1910	34	70
1910	35	157
1910	36	22
1910	37	39
1910	38	2
1910	39	43
1910	40	56
1910	41	22
1910	42	59
1910	43	125
1910	44	81
1910	45	13
1910	46	26
1910	47	45
1910	48	26
1910	49	48
1910	50	15
1910	51	18
1910	52	74
1910	53	3
1910	54	35
1910	55	11
1910	56	52
1910	57	1
1910	58	6
1910	59	23
1910	60	53
1910	61	0
1911	1	0
1911	2	0
1911	3	17
1911	4	0
1911	5	0
1911	6	48
1911	7	41
1911	8	8
1911	9	0
1911	10	33
1911	11	1
1911	12	1
1911	13	83
1911	14	2
1911	15	1
1911	16	7
1911	17	5
1911	18	6
1911	19	2
1911	20	11
1911	21	2
1911	22	77
1911	23	22
1911	24	56
1911	25	20
1911	26	59
1911	27	111
1911	28	39
1911	29	53
1911	30	2
1911	31	0
1911	32	24
1911	33	71
1911	34	45
1911	35	41
1911	36	19
1911	37	0
1911	38	54
1911	39	8
1911	40	10
1911	41	100
1911	42	0
1911	43	36
1911	44	33
1911	45	70
1911	46	141
1911	47	5
1911	48	16
1911	49	4
1911	50	4
1911	51	36
1911	52	0
1911	53	0
1911	54	0
1911	55	29
1911	56	6
1911	57	125
1911	58	0
1911	59	2
1911	60	13
1911	61	0
1912	1	21
1912	2	0
1912	3	0
1912	4	0
1912	5	0
1912	6	0
1912	7	8
1912	8	0
1912	9	23
1912	10	7
1912	11	0
1912	12	46
1912	13	0
1912	14	18
1912	15	3
1912	16	82
1912	17	74
1912	18	11
1912	19	9
1912	20	0
1912	21	0
1912	22	34
1912	23	0
1912	24	1
1912	25	5
1912	26	79
1912	27	3
1912	28	70
1912	29	7
1912	30	266
1912	31	81
1912	32	53
1912	33	55
1912	34	10
1912	35	43
1912	36	64
1912	37	46
1912	38	3
1912	39	0
1912	40	56
1912	41	94
1912	42	69
1912	43	42
1912	44	79
1912	45	21
1912	46	17
1912	47	45
1912	48	48
1912	49	3
1912	50	0
1912	51	0
1912	52	106
1912	53	1
1912	54	82
1912	55	12
1912	56	23
1912	57	114
1912	58	23
1912	59	0
1912	60	0
1912	61	0
1913	1	18
1913	2	0
1913	3	0
1913	4	0
1913	5	0
1913	6	13
1913	7	0
1913	8	235
1913	9	9
1913	10	0
1913	11	24
1913	12	25
1913	13	13
1913	14	56
1913	15	1
1913	16	0
1913	17	0
1913	18	1
1913	19	1
1913	20	75
1913	21	12
1913	22	0
1913	23	28
1913	24	19
1913	25	48
1913	26	13
1913	27	0
1913	28	37
1913	29	8
1913	30	0
1913	31	5
1913	32	3
1913	33	28
1913	34	20
1913	35	9
1913	36	47
1913	37	42
1913	38	22
1913	39	91
1913	40	1
1913	41	17
1913	42	39
1913	43	30
1913	44	107
1913	45	91
1913	46	2
1913	47	0
1913	48	53
1913	49	6
1913	50	150
1913	51	35
1913	52	28
1913	53	57
1913	54	0
1913	55	51
1913	56	0
1913	57	0
1913	58	0
1913	59	0
1913	60	247
1913	61	0
1914	1	0
1914	2	0
1914	3	2
1914	4	0
1914	5	105
1914	6	9
1914	7	14
1914	8	0
1914	9	0
1914	10	20
1914	11	0
1914	12	89
1914	13	0
1914	14	0
1914	15	19
1914	16	45
1914	17	6
1914	18	35
1914	19	85
1914	20	5
1914	21	15
1914	22	5
1914	23	75
1914	24	0
1914	25	34
1914	26	7
1914	27	12
1914	28	47
1914	29	1
1914	30	3
1914	31	3
1914	32	44
1914	33	45
1914	34	0
1914	35	48
1914	36	3
1914	37	1
1914	38	2
1914	39	7
1914	40	0
1914	41	22
1914	42	32
1914	43	10
1914	44	0
1914	45	18
1914	46	0
1914	47	0
1914	48	0
1914	49	0
1914	50	7
1914	51	9
1914	52	3
1914	53	9
1914	54	22
1914	55	171
1914	56	0
1914	57	0
1914	58	14
1914	59	23
1914	60	22
1914	61	0
1915	1	0
1915	2	0
1915	3	0
1915	4	49
1915	5	0
1915	6	0
1915	7	2
1915	8	0
1915	9	1
1915	10	10
1915	11	7
1915	12	7
1915	13	0
1915	14	0
1915	15	0
1915	16	0
1915	17	212
1915	18	9
1915	19	20
1915	20	0
1915	21	0
1915	22	1
1915	23	222
1915	24	39
1915	25	28
1915	26	0
1915	27	45
1915	28	0
1915	29	137
1915	30	158
1915	31	21
1915	32	102
1915	33	6
1915	34	125
1915	35	0
1915	36	92
1915	37	130
1915	38	17
1915	39	0
1915	40	24
1915	41	36
1915	42	55
1915	43	131
1915	44	82
1915	45	29
1915	46	34
1915	47	14
1915	48	10
1915	49	14
1915	50	27
1915	51	2
1915	52	0
1915	53	3
1915	54	27
1915	55	4
1915	56	0
1915	57	0
1915	58	5
1915	59	0
1915	60	0
1915	61	1
1916	1	46
1916	2	14
1916	3	3
1916	4	0
1916	5	7
1916	6	6
1916	7	23
1916	8	0
1916	9	0
1916	10	0
1916	11	0
1916	12	0
1916	13	0
1916	14	0
1916	15	48
1916	16	20
1916	17	5
1916	18	29
1916	19	19
1916	20	77
1916	21	0
1916	22	0
1916	23	52
1916	24	4
1916	25	0
1916	26	194
1916	27	57
1916	28	28
1916	29	150
1916	30	390
1916	31	116
1916	32	118
1916	33	1
1916	34	128
1916	35	66
1916	36	72
1916	37	42
1916	38	142
1916	39	53
1916	40	49
1916	41	42
1916	42	6
1916	43	5
1916	44	0
1916	45	157
1916	46	1
1916	47	61
1916	48	44
1916	49	10
1916	50	70
1916	51	8
1916	52	66
1916	53	69
1916	54	95
1916	55	53
1916	56	2
1916	57	11
1916	58	138
1916	59	2
1916	60	0
1916	61	17
1917	1	6
1917	2	2
1917	3	8
1917	4	26
1917	5	0
1917	6	0
1917	7	0
1917	8	185
1917	9	46
1917	10	10
1917	11	0
1917	12	4
1917	13	103
1917	14	1
1917	15	141
1917	16	25
1917	17	30
1917	18	10
1917	19	0
1917	20	3
1917	21	76
1917	22	132
1917	23	230
1917	24	70
1917	25	11
1917	26	39
1917	27	60
1917	28	117
1917	29	29
1917	30	16
1917	31	82
1917	32	32
1917	33	48
1917	34	212
1917	35	31
1917	36	50
1917	37	5
1917	38	26
1917	39	150
1917	40	8
1917	41	75
1917	42	89
1917	43	156
1917	44	80
1917	45	37
1917	46	9
1917	47	81
1917	48	16
1917	49	55
1917	50	33
1917	51	17
1917	52	1
1917	53	5
1917	54	13
1917	55	96
1917	56	1
1917	57	0
1917	58	31
1917	59	38
1917	60	0
1917	61	33
1918	1	23
1918	2	0
1918	3	35
1918	4	0
1918	5	2
1918	6	0
1918	7	1
1918	8	0
1918	9	17
1918	10	0
1918	11	42
1918	12	0
1918	13	6
1918	14	0
1918	15	2
1918	16	44
1918	17	0
1918	18	0
1918	19	12
1918	20	32
1918	21	0
1918	22	83
1918	23	99
1918	24	95
1918	25	51
1918	26	8
1918	27	33
1918	28	32
1918	29	117
1918	30	89
1918	31	70
1918	32	57
1918	33	108
1918	34	0
1918	35	27
1918	36	0
1918	37	140
1918	38	0
1918	39	99
1918	40	1
1918	41	69
1918	42	8
1918	43	7
1918	44	0
1918	45	6
1918	46	0
1918	47	196
1918	48	27
1918	49	9
1918	50	20
1918	51	20
1918	52	0
1918	53	0
1918	54	14
1918	55	0
1918	56	2
1918	57	3
1918	58	33
1918	59	0
1918	60	25
1918	61	0
1919	1	0
1919	2	31
1919	3	0
1919	4	0
1919	5	2
1919	6	22
1919	7	16
1919	8	198
1919	9	52
1919	10	0
1919	11	3
1919	12	2
1919	13	0
1919	14	0
1919	15	5
1919	16	16
1919	17	5
1919	18	0
1919	19	0
1919	20	6
1919	21	4
1919	22	181
1919	23	11
1919	24	0
1919	25	22
1919	26	14
1919	27	0
1919	28	44
1919	29	43
1919	30	62
1919	31	34
1919	32	29
1919	33	61
1919	34	1
1919	35	5
1919	36	76
1919	37	96
1919	38	113
1919	39	0
1919	40	56
1919	41	11
1919	42	118
1919	43	124
1919	44	10
1919	45	22
1919	46	31
1919	47	48
1919	48	13
1919	49	2
1919	50	3
1919	51	2
1919	52	0
1919	53	7
1919	54	5
1919	55	0
1919	56	1
1919	57	0
1919	58	0
1919	59	2
1919	60	35
1919	61	77
1920	1	0
1920	2	0
1920	3	20
1920	4	0
1920	5	0
1920	6	1
1920	7	2
1920	8	0
1920	9	0
1920	10	3
1920	11	68
1920	12	70
1920	13	6
1920	14	0
1920	15	0
1920	16	6
1920	17	1
1920	18	32
1920	19	0
1920	20	1
1920	21	22
1920	22	84
1920	23	143
1920	24	4
1920	25	0
1920	26	357
1920	27	57
1920	28	98
1920	29	101
1920	30	77
1920	31	46
1920	32	93
1920	33	78
1920	34	42
1920	35	35
1920	36	12
1920	37	87
1920	38	30
1920	39	55
1920	40	121
1920	41	36
1920	42	67
1920	43	63
1920	44	19
1920	45	1
1920	46	5
1920	47	21
1920	48	117
1920	49	0
1920	50	144
1920	51	4
1920	52	22
1920	53	74
1920	54	13
1920	55	0
1920	56	121
1920	57	16
1920	58	0
1920	59	17
1920	60	2
1920	61	176
1921	1	159
1921	2	0
1921	3	0
1921	4	0
1921	5	0
1921	6	5
1921	7	0
1921	8	0
1921	9	10
1921	10	168
1921	11	0
1921	12	0
1921	13	0
1921	14	0
1921	15	37
1921	16	1
1921	17	7
1921	18	36
1921	19	1
1921	20	0
1921	21	1
1921	22	5
1921	23	0
1921	24	261
1921	25	155
1921	26	38
1921	27	116
1921	28	53
1921	29	5
1921	30	0
1921	31	38
1921	32	0
1921	33	46
1921	34	18
1921	35	54
1921	36	195
1921	37	6
1921	38	39
1921	39	10
1921	40	25
1921	41	17
1921	42	51
1921	43	28
1921	44	169
1921	45	21
1921	46	43
1921	47	38
1921	48	93
1921	49	44
1921	50	1
1921	51	0
1921	52	108
1921	53	0
1921	54	8
1921	55	87
1921	56	30
1921	57	34
1921	58	2
1921	59	0
1921	60	1
1921	61	0
1922	1	135
1922	2	85
1922	3	2
1922	4	0
1922	5	0
1922	6	0
1922	7	0
1922	8	0
1922	9	5
1922	10	0
1922	11	0
1922	12	0
1922	13	0
1922	14	13
1922	15	0
1922	16	87
1922	17	2
1922	18	2
1922	19	3
1922	20	57
1922	21	99
1922	22	115
1922	23	15
1922	24	0
1922	25	104
1922	26	109
1922	27	11
1922	28	30
1922	29	9
1922	30	59
1922	31	90
1922	32	219
1922	33	63
1922	34	106
1922	35	9
1922	36	30
1922	37	36
1922	38	124
1922	39	57
1922	40	8
1922	41	0
1922	42	1
1922	43	2
1922	44	50
1922	45	97
1922	46	35
1922	47	23
1922	48	28
1922	49	0
1922	50	78
1922	51	17
1922	52	8
1922	53	0
1922	54	0
1922	55	0
1922	56	0
1922	57	3
1922	58	102
1922	59	52
1922	60	106
1922	61	34
1923	1	34
1923	2	8
1923	3	15
1923	4	1
1923	5	13
1923	6	0
1923	7	0
1923	8	0
1923	9	0
1923	10	6
1923	11	3
1923	12	0
1923	13	0
1923	14	0
1923	15	0
1923	16	3
1923	17	0
1923	18	0
1923	19	0
1923	20	0
1923	21	61
1923	22	195
1923	23	13
1923	24	66
1923	25	132
1923	26	77
1923	27	191
1923	28	120
1923	29	85
1923	30	71
1923	31	142
1923	32	67
1923	33	104
1923	34	111
1923	35	15
1923	36	179
1923	37	26
1923	38	38
1923	39	0
1923	40	24
1923	41	55
1923	42	3
1923	43	50
1923	44	285
1923	45	202
1923	46	56
1923	47	16
1923	48	93
1923	49	34
1923	50	2
1923	51	64
1923	52	2
1923	53	9
1923	54	34
1923	55	0
1923	56	1
1923	57	35
1923	58	94
1923	59	142
1923	60	2
1923	61	0
1924	1	11
1924	2	25
1924	3	0
1924	4	20
1924	5	15
1924	6	2
1924	7	5
1924	8	117
1924	9	137
1924	10	3
1924	11	108
1924	12	0
1924	13	0
1924	14	0
1924	15	99
1924	16	0
1924	17	74
1924	18	23
1924	19	34
1924	20	13
1924	21	11
1924	22	3
1924	23	12
1924	24	163
1924	25	54
1924	26	67
1924	27	163
1924	28	83
1924	29	23
1924	30	34
1924	31	1
1924	32	1
1924	33	12
1924	34	16
1924	35	26
1924	36	23
1924	37	19
1924	38	105
1924	39	3
1924	40	70
1924	41	7
1924	42	43
1924	43	137
1924	44	79
1924	45	55
1924	46	27
1924	47	21
1924	48	7
1924	49	114
1924	50	52
1924	51	9
1924	52	94
1924	53	60
1924	54	4
1924	55	27
1924	56	2
1924	57	1
1924	58	0
1924	59	3
1924	60	0
1924	61	27
1925	1	0
1925	2	0
1925	3	8
1925	4	32
1925	5	0
1925	6	0
1925	7	566
1925	8	29
1925	9	0
1925	10	14
1925	11	28
1925	12	0
1925	13	0
1925	14	11
1925	15	0
1925	16	86
1925	17	10
1925	18	0
1925	19	11
1925	20	1
1925	21	0
1925	22	55
1925	23	76
1925	24	96
1925	25	75
1925	26	105
1925	27	45
1925	28	0
1925	29	1
1925	30	88
1925	31	48
1925	32	16
1925	33	44
1925	34	56
1925	35	38
1925	36	37
1925	37	0
1925	38	5
1925	39	78
1925	40	53
1925	41	2
1925	42	20
1925	43	90
1925	44	121
1925	45	14
1925	46	78
1925	47	1
1925	48	38
1925	49	52
1925	50	2
1925	51	2
1925	52	0
1925	53	0
1925	54	39
1925	55	0
1925	56	0
1925	57	0
1925	58	5
1925	59	0
1925	60	15
1925	61	0
1926	1	0
1926	2	2
1926	3	0
1926	4	0
1926	5	0
1926	6	0
1926	7	33
1926	8	0
1926	9	1
1926	10	70
1926	11	0
1926	12	0
1926	13	1
1926	14	0
1926	15	0
1926	16	26
1926	17	9
1926	18	42
1926	19	42
1926	20	87
1926	21	184
1926	22	25
1926	23	0
1926	24	143
1926	25	74
1926	26	37
1926	27	21
1926	28	3
1926	29	81
1926	30	30
1926	31	0
1926	32	7
1926	33	29
1926	34	46
1926	35	89
1926	36	134
1926	37	39
1926	38	49
1926	39	13
1926	40	102
1926	41	119
1926	42	23
1926	43	13
1926	44	55
1926	45	122
1926	46	19
1926	47	160
1926	48	72
1926	49	0
1926	50	0
1926	51	0
1926	52	65
1926	53	2
1926	54	12
1926	55	0
1926	56	3
1926	57	43
1926	58	6
1926	59	29
1926	60	58
1926	61	0
1927	1	26
1927	2	0
1927	3	1
1927	4	0
1927	5	0
1927	6	63
1927	7	0
1927	8	0
1927	9	0
1927	10	28
1927	11	3
1927	12	2
1927	13	28
1927	14	66
1927	15	0
1927	16	0
1927	17	0
1927	18	0
1927	19	2
1927	20	14
1927	21	29
1927	22	3
1927	23	54
1927	24	49
1927	25	84
1927	26	5
1927	27	42
1927	28	11
1927	29	96
1927	30	2
1927	31	24
1927	32	111
1927	33	28
1927	34	103
1927	35	0
1927	36	72
1927	37	177
1927	38	23
1927	39	69
1927	40	43
1927	41	14
1927	42	16
1927	43	0
1927	44	3
1927	45	17
1927	46	77
1927	47	0
1927	48	2
1927	49	4
1927	50	8
1927	51	109
1927	52	17
1927	53	0
1927	54	0
1927	55	21
1927	56	73
1927	57	72
1927	58	0
1927	59	0
1927	60	0
1927	61	1
1928	1	0
1928	2	3
1928	3	0
1928	4	90
1928	5	8
1928	6	146
1928	7	0
1928	8	105
1928	9	0
1928	10	0
1928	11	0
1928	12	4
1928	13	0
1928	14	85
1928	15	16
1928	16	4
1928	17	0
1928	18	3
1928	19	0
1928	20	90
1928	21	52
1928	22	23
1928	23	51
1928	24	0
1928	25	58
1928	26	20
1928	27	73
1928	28	117
1928	29	64
1928	30	78
1928	31	0
1928	32	32
1928	33	109
1928	34	23
1928	35	108
1928	36	7
1928	37	1
1928	38	3
1928	39	5
1928	40	47
1928	41	30
1928	42	51
1928	43	25
1928	44	0
1928	45	31
1928	46	99
1928	47	119
1928	48	19
1928	49	18
1928	50	24
1928	51	29
1928	52	49
1928	53	0
1928	54	0
1928	55	0
1928	56	0
1928	57	12
1928	58	0
1928	59	0
1928	60	9
1928	61	3
1929	1	0
1929	2	2
1929	3	2
1929	4	0
1929	5	29
1929	6	12
1929	7	0
1929	8	5
1929	9	0
1929	10	0
1929	11	22
1929	12	3
1929	13	0
1929	14	2
1929	15	3
1929	16	0
1929	17	4
1929	18	0
1929	19	20
1929	20	18
1929	21	27
1929	22	60
1929	23	9
1929	24	39
1929	25	5
1929	26	122
1929	27	67
1929	28	0
1929	29	141
1929	30	10
1929	31	91
1929	32	63
1929	33	16
1929	34	55
1929	35	9
1929	36	13
1929	37	22
1929	38	74
1929	39	8
1929	40	28
1929	41	53
1929	42	15
1929	43	5
1929	44	42
1929	45	63
1929	46	46
1929	47	68
1929	48	3
1929	49	4
1929	50	4
1929	51	19
1929	52	6
1929	53	40
1929	54	32
1929	55	18
1929	56	20
1929	57	9
1929	58	0
1929	59	0
1929	60	1
1929	61	322
1930	1	2
1930	2	0
1930	3	0
1930	4	0
1930	5	0
1930	6	0
1930	7	4
1930	8	0
1930	9	39
1930	10	0
1930	11	0
1930	12	3
1930	13	0
1930	14	0
1930	15	2
1930	16	14
1930	17	11
1930	18	0
1930	19	55
1930	20	17
1930	21	0
1930	22	92
1930	23	22
1930	24	0
1930	25	0
1930	26	2
1930	27	12
1930	28	10
1930	29	0
1930	30	87
1930	31	175
1930	32	49
1930	33	51
1930	34	26
1930	35	91
1930	36	101
1930	37	101
1930	38	108
1930	39	36
1930	40	19
1930	41	51
1930	42	29
1930	43	59
1930	44	77
1930	45	53
1930	46	4
1930	47	69
1930	48	4
1930	49	137
1930	50	42
1930	51	28
1930	52	11
1930	53	11
1930	54	65
1930	55	4
1930	56	1
1930	57	35
1930	58	0
1930	59	3
1930	60	53
1930	61	0
1931	1	58
1931	2	0
1931	3	9
1931	4	0
1931	5	3
1931	6	3
1931	7	0
1931	8	16
1931	9	7
1931	10	4
1931	11	14
1931	12	88
1931	13	0
1931	14	30
1931	15	0
1931	16	9
1931	17	0
1931	18	38
1931	19	1
1931	20	42
1931	21	91
1931	22	21
1931	23	69
1931	24	50
1931	25	51
1931	26	20
1931	27	245
1931	28	87
1931	29	76
1931	30	125
1931	31	57
1931	32	46
1931	33	97
1931	34	37
1931	35	132
1931	36	15
1931	37	69
1931	38	31
1931	39	60
1931	40	79
1931	41	127
1931	42	21
1931	43	127
1931	44	5
1931	45	3
1931	46	19
1931	47	2
1931	48	4
1931	49	35
1931	50	0
1931	51	0
1931	52	20
1931	53	18
1931	54	49
1931	55	0
1931	56	0
1931	57	0
1931	58	0
1931	59	0
1931	60	22
1931	61	0
1932	1	0
1932	2	15
1932	3	0
1932	4	0
1932	5	0
1932	6	78
1932	7	15
1932	8	19
1932	9	28
1932	10	0
1932	11	0
1932	12	51
1932	13	18
1932	14	0
1932	15	71
1932	16	202
1932	17	132
1932	18	92
1932	19	4
1932	20	42
1932	21	0
1932	22	17
1932	23	0
1932	24	100
1932	25	0
1932	26	195
1932	27	6
1932	28	235
1932	29	89
1932	30	45
1932	31	55
1932	32	25
1932	33	39
1932	34	31
1932	35	70
1932	36	44
1932	37	78
1932	38	129
1932	39	0
1932	40	35
1932	41	53
1932	42	35
1932	43	16
1932	44	56
1932	45	34
1932	46	54
1932	47	28
1932	48	101
1932	49	15
1932	50	73
1932	51	25
1932	52	4
1932	53	0
1932	54	0
1932	55	22
1932	56	4
1932	57	6
1932	58	0
1932	59	4
1932	60	14
1932	61	0
1933	1	0
1933	2	33
1933	3	11
1933	4	174
1933	5	3
1933	6	4
1933	7	0
1933	8	0
1933	9	1
1933	10	17
1933	11	84
1933	12	0
1933	13	1
1933	14	6
1933	15	42
1933	16	0
1933	17	169
1933	18	26
1933	19	0
1933	20	3
1933	21	123
1933	22	17
1933	23	125
1933	24	5
1933	25	244
1933	26	54
1933	27	5
1933	28	13
1933	29	36
1933	30	51
1933	31	11
1933	32	7
1933	33	64
1933	34	11
1933	35	53
1933	36	90
1933	37	36
1933	38	33
1933	39	43
1933	40	62
1933	41	146
1933	42	46
1933	43	25
1933	44	162
1933	45	11
1933	46	7
1933	47	29
1933	48	5
1933	49	0
1933	50	22
1933	51	1
1933	52	0
1933	53	0
1933	54	9
1933	55	0
1933	56	14
1933	57	0
1933	58	41
1933	59	7
1933	60	4
1933	61	26
1934	1	42
1934	2	4
1934	3	0
1934	4	0
1934	5	0
1934	6	0
1934	7	1
1934	8	13
1934	9	0
1934	10	0
1934	11	0
1934	12	0
1934	13	23
1934	14	22
1934	15	21
1934	16	25
1934	17	50
1934	18	31
1934	19	45
1934	20	0
1934	21	0
1934	22	1
1934	23	0
1934	24	0
1934	25	8
1934	26	48
1934	27	11
1934	28	23
1934	29	0
1934	30	22
1934	31	24
1934	32	49
1934	33	1
1934	34	28
1934	35	2
1934	36	89
1934	37	45
1934	38	180
1934	39	31
1934	40	30
1934	41	40
1934	42	114
1934	43	82
1934	44	109
1934	45	28
1934	46	70
1934	47	33
1934	48	69
1934	49	44
1934	50	38
1934	51	0
1934	52	357
1934	53	16
1934	54	1
1934	55	7
1934	56	39
1934	57	2
1934	58	54
1934	59	4
1934	60	0
1934	61	48
1935	1	70
1935	2	8
1935	3	0
1935	4	0
1935	5	0
1935	6	0
1935	7	0
1935	8	1
1935	9	1
1935	10	0
1935	11	0
1935	12	0
1935	13	97
1935	14	140
1935	15	9
1935	16	5
1935	17	56
1935	18	29
1935	19	32
1935	20	44
1935	21	15
1935	22	103
1935	23	69
1935	24	1
1935	25	53
1935	26	54
1935	27	68
1935	28	47
1935	29	62
1935	30	54
1935	31	59
1935	32	26
1935	33	90
1935	34	28
1935	35	37
1935	36	152
1935	37	116
1935	38	24
1935	39	0
1935	40	42
1935	41	53
1935	42	1
1935	43	48
1935	44	181
1935	45	0
1935	46	7
1935	47	11
1935	48	42
1935	49	151
1935	50	26
1935	51	29
1935	52	5
1935	53	64
1935	54	5
1935	55	14
1935	56	11
1935	57	5
1935	58	14
1935	59	0
1935	60	49
1935	61	37
1936	1	40
1936	2	99
1936	3	0
1936	4	4
1936	5	2
1936	6	0
1936	7	0
1936	8	3
1936	9	77
1936	10	2
1936	11	0
1936	12	5
1936	13	0
1936	14	2
1936	15	0
1936	16	1
1936	17	89
1936	18	0
1936	19	31
1936	20	0
1936	21	17
1936	22	50
1936	23	36
1936	24	0
1936	25	0
1936	26	189
1936	27	17
1936	28	28
1936	29	29
1936	30	44
1936	31	45
1936	32	15
1936	33	62
1936	34	15
1936	35	82
1936	36	72
1936	37	27
1936	38	69
1936	39	14
1936	40	54
1936	41	8
1936	42	0
1936	43	24
1936	44	22
1936	45	20
1936	46	18
1936	47	25
1936	48	14
1936	49	99
1936	50	4
1936	51	84
1936	52	10
1936	53	0
1936	54	41
1936	55	0
1936	56	3
1936	57	51
1936	58	29
1936	59	252
1936	60	10
1936	61	0
1937	1	11
1937	2	3
1937	3	0
1937	4	106
1937	5	122
1937	6	0
1937	7	0
1937	8	38
1937	9	41
1937	10	0
1937	11	2
1937	12	0
1937	13	0
1937	14	0
