Day	Temp06	Temp15
19860727	112	164
19860728	148	154
19860729	104	189
19860730	103	197
19860731	82	221
19860801	91	208
19860802	84	224
19860803	119	239
19860804	154	191
19860805	121	179
19860806	79	171
19860807	112	212
19860808	144	200
19860809	122	172
19860810	84	192
19860811	90	216
19860812	94	210
19860813	96	207
19860814	149	200
19860815	164	172
19860816	160	193
19860817	146	140
19860818	74	210
19860819	82	205
19860820	80	212
19860821	108	190
19860822	130	199
19860823	112	197
19860824	122	219
19860825	99	218
19860826	136	215
19860827	90	207
19860828	100	206
19860829	115	218
19860830	107	219
19860831	127	186
19860901	84	204
19860902	108	220
19860903	123	221
19860904	112	226
19860905	124	225
19860906	126	226
19860907	132	219
19860908	134	212
19860909	129	210
19860910	119	214
19860911	126	224
19860912	141	217
19860913	169	237
19860914	186	259
19860915	135	217
19860916	130	208
19860917	160	278
19860918	155	250
19860919	122	232
19860920	108	221
19860921	108	264
19860922	139	244
19860923	153	228
19860924	158	236
19860925	142	242
19860926	170	257
19860927	177	248
19860928	167	226
19860929	170	207
19860930	177	184
19861001	168	219
19861002	186	245
19861003	182	235
19861004	192	282
19861005	177	247
19861006	210	243
19861007	178	266
19861008	172	272
19861009	190	237
19861010	180	289
19861011	157	238
19861012	131	236
19861013	159	242
19861014	155	253
19861015	189	237
19861016	184	222
19861017	171	237
19861018	170	250
19861019	189	256
19861020	173	273
19861021	155	233
19861022	178	248
19861023	180	241
19861024	145	278
19861025	138	294
19861026	150	246
19861027	166	177
19861028	121	230
19861029	161	238
19861030	174	236
19861031	185	256
19861101	206	279
19861102	185	251
19861103	190	235
19861104	180	244
19861105	176	242
19861106	178	257
19861107	189	259
19861108	191	268
19861109	166	213
19861110	173	246
19861111	166	254
19861112	172	239
19861113	172	233
19861114	194	254
19861115	187	236
19861116	181	258
19861117	189	265
19861118	222	273
19861119	143	236
19861120	150	241
19861121	163	236
19861122	171	249
19861123	179	278
19861124	190	276
19861125	220	267
19861126	222	260
19861127	210	274
19861128	198	195
19861129	175	190
19861130	175	172
19861201	168	191
19861202	172	198
19861203	182	227
19861204	152	249
19861205	170	240
19861206	177	257
19861207	183	238
19861208	202	306
19861209	186	254
19861210	180	251
19861211	206	274
19861212	198	296
19861213	200	313
19861214	234	251
19861215	212	293
19861216	219	286
19861217	217	278
19861218	228	277
19861219	217	277
19861220	217	301
19861221	218	270
19861222	252	278
19861223	243	264
19861224	224	290
19861225	216	261
19861226	224	279
19861227	206	300
19861228	243	292
19861229	238	260
19861230	218	279
19861231	203	281
