N/S	Country	Sex	Age	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q29	Q30	Q31
0	4	1	18	3	2	4	1	2	2	2	2	2	2	4	3	1	2	4	2	2	4	4	4	3	2	3	4	1	1	5	1	1	3	2
0	4	1	18	2	2	4	1	1	2	1	2	2	3	5	4	1	3	3	2	1	5	4	5	2	3	3	3	1	1	4	2	3	4	3
0	4	1	18	2	2	4	1	1	3	2	4	3	4	5	5	2	1	3	3	2	3	2	4	1	4	4	4	2	2	3	2	1	2	1
0	4	1	17	3	2	3	1	1	2	3	4	3	3	5	4	3	2	2	2	1	2	2	3	2	5	5	5	2	1	2	1	3	3	1
0	4	1	18	1	2	2	1	2	2	3	3	1	4	4	3	4	3	3	3	2	2	3	2	3	4	4	4	2	2	3	1	2	4	1
0	4	1	17	1	1	4	1	2	3	3	3	1	5	4	4	3	2	4	2	1	1	3	2	2	4	3	3	3	1	4	2	1	3	2
0	4	0	17	2	1	3	1	2	2	3	2	2	4	4	3	2	1	3	3	2	2	2	3	1	3	2	4	2	2	5	2	2	2	2
0	4	0	18	2	1	3	1	3	3	2	2	2	3	5	4	3	2	3	2	2	3	2	2	2	2	3	5	1	1	5	1	2	2	2
0	4	0	19	2	1	3	1	2	3	2	2	1	2	5	4	4	3	3	1	1	4	2	2	3	3	4	4	2	2	4	1	1	4	2
0	4	0	17	2	1	2	1	1	3	2	2	3	1	3	3	3	2	3	2	2	5	3	3	3	4	5	3	2	1	3	1	2	3	1
0	4	0	18	2	1	2	1	3	2	2	2	1	1	4	3	2	4	3	2	2	2	2	2	2	4	2	4	1	2	3	2	3	2	1
0	4	1	17	3	1	3	1	2	2	2	3	2	1	5	3	2	3	3	3	1	5	3	4	2	3	3	4	1	1	4	2	2	2	1
0	4	0	18	3	1	3	2	1	2	3	2	1	2	5	3	4	3	4	3	2	4	2	3	1	5	4	3	2	2	4	1	1	3	1
0	4	0	19	3	1	4	2	2	2	3	2	2	3	4	2	3	2	4	1	1	3	3	4	2	2	5	3	2	1	5	2	2	4	3
0	4	0	19	2	1	3	2	2	2	1	2	1	4	4	4	2	3	4	1	2	2	2	5	2	1	2	5	2	1	5	2	3	2	2
0	4	0	17	3	1	3	2	3	2	3	2	3	5	4	3	3	3	3	2	1	3	3	3	3	2	5	5	1	2	2	2	2	3	1
0	4	1	18	1	2	3	2	1	3	1	2	1	4	4	2	4	2	3	3	1	4	4	2	3	3	3	5	1	2	2	2	1	3	2
0	4	0	17	2	1	3	2	2	3	2	2	1	3	4	2	3	3	3	2	1	3	3	2	2	2	4	4	1	2	3	2	2	1	2
0	4	1	18	1	2	3	1	1	3	1	3	2	4	4	3	2	3	2	1	1	4	2	3	1	4	3	4	2	2	3	1	3	2	1
0	4	1	18	3	3	3	2	3	3	2	3	1	3	3	3	3	4	2	2	2	5	3	4	2	4	4	5	2	2	4	1	2	3	1
0	4	0	18	2	2	3	2	3	1	3	3	1	3	3	3	4	2	2	3	1	4	4	3	3	5	2	5	3	2	4	1	1	4	2
0	4	1	17	2	1	3	1	3	3	2	2	2	2	3	4	3	4	3	3	2	3	5	2	4	4	3	3	3	2	2	1	2	3	1
0	4	0	17	2	1	3	1	3	2	2	2	1	1	3	3	2	3	3	3	2	2	4	1	3	5	4	5	2	1	2	2	3	2	2
0	4	1	18	2	1	2	1	3	2	4	2	2	1	3	4	3	2	3	3	1	3	3	2	2	4	3	4	1	1	3	2	2	3	3
0	4	1	19	1	2	1	1	3	3	2	2	3	2	3	3	4	2	2	2	2	2	2	3	1	5	2	4	2	1	3	2	2	2	2
0	4	0	20	2	2	4	1	3	3	2	2	1	2	2	3	3	2	3	2	1	3	1	4	2	4	3	5	1	1	2	1	3	3	1
0	4	1	17	1	2	4	1	3	2	3	2	2	4	4	3	2	2	3	2	2	4	2	3	3	3	3	4	2	1	2	3	3	2	1
0	4	1	17	4	2	4	1	3	4	2	2	1	2	4	3	3	3	4	3	2	3	2	2	4	4	3	3	1	1	3	1	1	1	1
0	4	0	17	2	1	4	1	2	4	3	2	2	1	5	3	3	3	3	2	1	4	3	2	5	5	2	4	1	1	4	4	1	2	1
0	4	1	18	2	1	3	1	3	1	2	3	1	2	4	4	3	1	2	2	1	3	3	1	4	4	2	5	1	1	5	1	2	2	1
0	4	0	18	2	1	2	2	3	2	3	3	2	3	3	4	4	1	2	2	2	4	3	2	3	3	2	5	2	2	4	2	2	3	1
0	4	0	18	1	1	3	2	3	2	2	2	3	4	3	4	4	1	2	3	1	3	4	3	1	4	4	5	1	2	3	1	3	2	1
0	4	0	17	1	1	3	2	2	2	4	3	2	5	3	5	2	2	3	3	2	4	4	1	2	4	4	3	2	2	4	2	1	2	2
0	4	1	19	3	2	3	1	2	2	3	3	2	4	3	3	2	3	2	3	1	3	4	2	2	4	3	4	1	3	5	2	2	3	2
0	4	1	17	4	3	3	1	4	3	2	2	2	3	4	3	2	2	3	2	2	2	5	3	1	4	4	3	2	3	3	2	1	2	2
0	4	0	18	2	1	3	1	3	3	3	1	2	2	4	3	2	2	2	1	2	3	5	2	2	2	4	4	1	2	3	1	2	3	2
0	4	0	18	1	1	3	1	3	3	3	2	3	1	2	3	3	3	1	2	2	4	5	2	3	3	4	4	2	2	4	2	1	4	1
0	4	0	19	1	1	2	1	3	3	4	2	3	2	2	2	3	1	2	3	2	2	5	3	2	3	2	4	1	2	3	1	1	3	1
0	4	0	17	1	1	2	1	3	3	2	3	3	3	4	3	3	2	3	2	2	3	4	1	1	3	3	4	2	1	3	2	2	2	1
0	4	0	17	2	1	2	1	3	3	3	2	1	4	4	4	4	3	3	1	2	4	4	2	1	2	2	4	2	1	5	1	1	3	2
0	4	0	18	4	3	2	1	2	3	4	2	1	2	3	5	4	3	3	2	2	5	4	3	2	4	1	4	1	1	4	2	2	2	2
0	4	1	18	3	3	3	1	3	3	2	3	3	2	3	4	3	2	4	3	1	4	4	1	3	4	2	4	2	1	4	1	3	1	3
0	4	1	18	2	1	2	1	3	3	3	2	1	3	4	3	5	2	4	2	1	3	3	3	3	3	3	4	1	2	5	2	2	2	3
0	4	1	20	2	2	2	1	3	4	3	2	3	2	4	2	4	2	4	1	1	2	3	1	2	2	2	5	2	2	4	2	1	3	2
0	4	0	21	2	2	3	1	1	2	1	2	1	3	5	3	3	2	3	2	1	3	3	2	3	3	1	5	2	2	3	3	2	1	2
0	4	1	17	2	1	4	1	2	3	2	3	2	2	3	4	3	2	3	3	2	4	4	3	4	4	2	4	2	1	3	2	3	3	1
0	4	0	18	2	1	3	1	2	3	3	3	3	3	2	5	4	2	3	2	2	5	4	2	1	5	3	5	1	1	4	1	2	4	1
0	4	0	17	3	3	2	1	2	4	1	3	2	4	1	4	2	3	3	3	2	4	4	1	2	4	4	5	2	2	4	2	2	2	2
0	4	1	19	2	2	2	2	2	3	2	3	1	2	2	4	3	3	3	2	1	3	5	2	3	3	5	4	2	2	5	3	3	3	1
0	4	0	18	2	2	2	1	2	3	3	3	2	2	3	5	3	2	3	3	2	2	5	2	4	2	4	5	1	2	4	2	1	4	2
0	4	1	17	1	1	1	2	3	4	2	3	3	1	4	5	3	1	2	2	3	1	3	3	3	3	3	3	2	1	3	1	2	2	3
0	4	1	18	1	1	3	2	3	2	2	2	1	2	5	4	3	2	3	3	2	2	4	2	3	4	4	5	2	2	3	2	3	1	2
0	4	1	18	2	2	3	1	3	2	3	4	2	3	4	4	2	1	4	1	1	3	4	3	2	5	3	5	2	1	3	3	2	3	1
0	4	0	18	2	1	3	1	2	2	4	4	3	2	3	3	3	3	4	2	2	3	3	3	2	4	4	5	2	2	3	2	1	2	2
0	4	1	19	2	1	3	1	3	3	3	4	2	3	2	2	4	4	5	3	3	4	3	4	4	2	5	5	1	1	4	1	2	1	3
0	4	1	17	3	2	3	1	4	3	2	3	1	4	3	3	3	2	4	2	2	4	3	3	4	2	4	5	1	2	5	2	3	2	2
0	4	0	19	2	2	3	1	2	4	3	3	2	5	4	4	2	3	5	1	2	4	2	2	2	3	3	4	1	1	5	1	2	3	1
0	4	1	18	3	1	3	1	2	1	2	3	3	4	4	4	3	2	4	2	3	3	2	4	2	3	4	4	2	2	4	2	2	1	2
0	4	0	17	2	1	2	1	2	2	3	3	2	3	4	5	3	3	3	3	2	4	2	1	3	3	5	4	2	1	3	1	3	2	3
0	4	0	17	4	2	3	1	2	3	2	3	4	4	3	4	3	2	2	2	2	3	3	3	3	4	4	5	1	2	3	2	1	1	2
0	4	0	18	3	1	2	1	2	2	2	3	2	5	5	3	4	1	3	3	3	4	4	2	4	4	3	4	2	1	3	1	2	2	1
0	4	1	17	3	1	2	1	2	3	2	3	1	4	3	4	4	2	2	4	2	5	3	3	4	5	2	5	3	1	2	1	3	1	1
0	4	1	19	3	1	2	1	2	3	2	4	2	3	3	4	2	3	3	2	1	4	2	4	2	4	1	4	2	1	2	2	2	2	1
0	4	1	17	1	2	2	1	3	3	4	2	3	2	3	5	2	3	3	3	1	3	1	3	2	3	3	5	2	1	3	2	1	2	1
0	4	0	18	2	3	3	1	3	2	3	2	4	3	4	4	2	2	4	1	1	3	2	2	2	2	2	4	1	1	3	1	2	3	1
0	4	1	18	1	2	3	1	3	2	2	3	3	4	4	4	2	1	2	2	2	3	3	1	3	3	3	5	2	1	4	2	3	2	1
0	4	1	18	2	2	2	1	3	2	2	3	2	3	5	5	3	2	2	3	2	3	4	2	3	4	4	4	2	1	4	1	2	1	1
0	4	1	17	3	2	2	1	3	2	3	3	1	2	5	4	3	3	2	4	2	2	3	3	3	5	5	5	3	1	3	2	1	2	2
0	4	0	18	2	2	2	1	3	2	3	3	2	3	2	5	2	4	3	5	2	2	2	2	4	5	3	5	2	2	3	2	2	2	2
0	4	0	17	1	1	2	1	3	2	4	3	3	4	2	5	2	3	3	4	1	3	3	3	4	5	4	5	2	2	4	2	3	1	1
0	4	1	17	2	1	2	1	3	3	2	3	2	3	2	3	1	2	2	3	1	3	4	2	4	3	5	4	2	2	5	2	2	2	2
0	4	1	18	2	1	2	1	3	3	1	3	2	3	2	4	2	3	3	3	2	3	3	3	1	3	2	4	1	2	4	1	1	3	1
0	4	1	18	2	1	3	1	3	3	2	2	1	2	3	3	3	4	4	4	2	3	2	2	2	4	3	4	2	1	5	1	2	2	1
0	4	1	19	2	1	2	1	1	3	4	2	2	3	3	2	4	3	4	5	3	4	3	1	3	5	4	5	2	2	5	1	2	3	2
0	4	0	18	2	1	3	2	2	3	2	4	3	4	4	2	5	2	3	3	2	3	4	2	4	4	5	4	2	1	4	1	2	2	1
0	4	1	18	2	1	3	2	3	4	3	4	2	3	3	2	4	1	3	2	1	2	3	3	3	3	2	5	2	1	3	1	2	3	2
0	4	0	18	2	2	3	2	3	3	4	4	4	2	4	4	3	2	5	1	2	3	2	2	2	4	3	4	3	2	3	2	2	2	2
0	4	0	18	3	2	3	2	3	2	3	4	2	3	3	4	2	3	2	2	1	4	3	3	1	5	4	5	1	2	2	2	1	2	1
0	4	0	17	1	2	2	2	3	2	4	3	1	4	2	4	3	2	3	3	2	5	2	2	2	2	5	4	2	1	2	1	1	2	1
0	4	0	18	1	1	2	1	3	2	3	3	2	3	2	4	2	3	4	4	2	4	3	1	2	3	4	4	3	2	1	2	1	2	2
0	4	0	18	3	2	2	1	3	2	2	3	3	2	3	5	3	2	3	3	3	3	4	2	3	4	3	5	2	1	2	1	1	1	2
0	4	1	18	3	1	2	1	4	3	3	4	4	2	4	5	2	3	2	1	2	2	3	3	2	1	2	4	2	2	2	2	2	2	1
0	4	1	18	2	2	2	1	2	3	3	2	3	1	3	3	2	3	2	4	1	2	2	2	1	2	3	3	3	3	3	2	2	3	1
0	4	1	17	1	1	3	1	4	3	3	2	1	2	2	3	3	2	3	2	2	2	1	1	2	3	4	4	2	2	4	2	3	4	2
0	4	1	17	2	2	3	1	1	3	2	2	1	3	2	4	4	2	4	1	2	3	2	2	3	4	4	4	2	2	3	3	2	2	1
0	4	0	17	2	1	3	1	1	4	2	2	2	3	3	5	3	1	3	2	2	1	3	3	2	3	3	4	2	1	3	2	2	3	2
0	4	0	17	3	3	3	1	1	3	3	2	2	3	4	4	2	1	2	3	1	2	2	4	2	5	3	5	2	2	4	3	1	4	1
0	4	0	19	3	2	3	1	2	3	3	2	3	4	3	3	2	2	3	4	2	3	1	3	4	3	4	5	1	2	2	3	2	2	1
0	4	0	19	3	1	3	1	2	3	2	2	2	4	2	4	1	2	3	3	2	4	1	2	3	2	4	5	1	2	4	2	2	1	1
0	4	1	20	1	2	3	1	2	3	3	2	4	4	2	2	2	1	4	2	2	3	2	1	3	4	2	4	2	3	3	2	3	2	2
0	4	0	18	1	1	3	2	3	2	3	2	2	3	3	3	3	1	3	3	2	3	3	2	1	3	2	4	2	2	4	2	2	1	2
0	4	0	18	3	2	3	1	3	2	3	2	1	3	4	4	2	3	3	2	1	4	2	3	2	2	2	4	2	2	3	1	1	2	1
0	4	0	18	3	2	2	1	3	2	2	2	2	3	3	5	1	3	4	3	2	2	2	2	3	3	3	3	1	1	2	1	1	3	2
0	4	1	17	2	1	3	1	3	2	3	3	2	3	2	4	2	2	5	1	2	3	3	3	1	4	3	4	1	2	2	1	2	2	1
0	4	1	18	3	1	2	1	3	2	4	3	2	2	5	3	3	2	3	2	2	4	2	4	2	5	4	3	1	3	3	2	2	3	1
0	4	1	17	3	2	2	1	2	3	4	2	2	3	4	2	2	2	4	2	3	2	1	3	3	2	3	4	2	2	4	2	3	4	1
0	4	0	18	3	2	2	1	2	2	1	2	3	4	4	3	1	2	5	3	2	3	2	2	2	3	3	5	2	3	3	1	2	3	1
0	4	0	18	2	2	2	1	3	4	2	2	2	3	5	3	2	3	3	3	2	3	2	1	1	4	2	5	3	2	2	2	2	2	1
0	4	1	18	1	1	2	1	1	4	2	3	2	3	5	2	3	3	3	4	2	2	3	2	2	5	2	5	3	2	3	2	1	3	2
0	4	1	18	1	2	3	1	2	2	3	1	1	2	5	3	4	3	3	1	2	3	2	3	3	4	3	4	2	1	4	1	1	4	2
0	4	0	18	3	1	3	1	2	2	3	4	2	4	3	4	3	2	3	1	1	4	3	4	2	3	4	4	2	2	5	2	1	3	2
0	4	1	17	2	2	3	1	2	3	2	2	1	3	4	4	2	2	4	2	1	3	2	2	1	2	3	5	2	1	5	1	2	2	1
0	4	1	18	3	1	3	1	3	3	3	2	2	3	4	4	2	2	2	2	2	2	3	1	2	1	2	3	1	1	4	2	3	3	2
0	5	0	26	1	1	1	2	2	2	4	4	3	5		2	1	5	5	4	1	5	4	5	5	5	5	5	1	1	5	2	5	5	1
0	5	0	22	1	1	4	1	2	3	2	1	1	4	1	2	3	3	3	4	2	1	5	5	1	5	2	5	1	1	3	5	2	2	4
0	5	1	22	2	1	2	2	2	1	1	2	2	1	3	3	2	1	3	1	1	4	4	5	5	5	4	5	1	1	5	1	3	2	1
0	5	0	27	2	2	3	2	3	4	4	4	4	4	4	4	2	4	4	4	5	4	5	5	4	5	4	5	1	3	5	3	4	2	3
0	5	0	26	2	1	2	2	4	4	5	5	3	4	5	2	3	3	5	4	2	5	5	5	2	2	5	5	1	1	5	5	5	3	4
0	5	1	29	1	1	2	1	3	5	5	3	5	1	1	5			5	1	1	1	4	5	3	5	5	5	1	1	5	1	5	1	1
0	5	1	25	1	1	1	1	1	2	3	2	2	5	5	2	1	2	5	2	1	1	5	5	3	5	5	5	1	1	2	1	5	1	1
0	5	1	23	1	1	1	1	1	2	3	2	3	4	5	1	1	1	4	3	5	5	4	5	5	5	5	5	1	1	5	3	5	2	1
0	5	1	23	1	1	1	3	3	2	1	2	3	5	5	5	1	3	3	5	1	1	5	5	5	5	5	5	1	1	5	1	5	1	1
0	5	1	22	1	1	3	1	3	3	2	4	5	4	3	3	4	2	5	1	2	4	5	5	4	5	5	5	1	1	5	3	3	3	1
0	5	1	23	1	1	1	1	1	1	2	3	2	2	2	1	1	4	2	1	1	3	4	3	3	4	4	5	1	1	2	1	1	1	1
0	5	1	26	5	3	5	3	4	4	1	5	3	2	5	4	5	3	5	5	3	5	3	5	5	5	5	5	4	4	5	2	5	1	1
0	5	1	28	1	1	2	1	1	1	2	3	1	5	4	2			3	5	3	5	3	5	4	5	5	5	1	1	4	2	5	2	1
0	5	0	24	3	2	2	3	3	5	5	5	5	4	4	2	3	3	5	3	4	5	5	5	4	5	5	5	1	1	5	1	5	5	5
0	5	0	26	3	1	2	2	3	3	2	4	4	4	4	2	3	3	4	3	3	4	4	5	4	4	5	5	1	1	5	1	4	3	1
0	5	0	27	3	3	4	3	4	4	3	4	4	4	5	4	3	4	5	3	3	4	4	5	5	5	5	5	2	2	4	4	3	3	3
0	5	1	27	1	1	2	3	2	3	4	4	4	5	5	3	3	4	5	1	4	5	5	5	5	5	5	5	1	1	5	3	5	1	1
0	5	0	25	1	1	1	1	1	2	2	3	2	1	2	3	3	3	5	1	1	1	5	5	5	5	5	5	1	1	5	1	5	4	2
0	5	1	24	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	5	3	4	5	5	5	5	1	1	2	1	2	1	1
0	5	0	23	1	1	1	1	2	1	3	3	3	3		3	1	3	5	1		5	3	5	3	5	5	5	1	1	5	2	4	3	1
0	5	0	26	1	1	2	1	3	4	1		4	1	4	4	4	4	4	1	1	4	4	4	5	5	5	5	1	1	5	1	5	2	1
0	5	1	26	1	1	3	1	3	2	2	4	3	5	5	2	4	5	5	4	2	5	2	4	4	5	5	5	1	1	5	1	3	2	1
0	5	1	23	1	1	2	1	2	2	1	3	2	3	2	2	2	2	3	3	3	2	4	4	2	2	5	5	1	1	4	4	4	3	4
0	5	1	27	2	2	2	2	2	3	3	3	1	5		5			5	1	3	1	5	5	4	3	5	5	2	1	5	3	5	1	1
0	5	1	25	4	1	1	1	1	1	2	1	1	3	1	2	2	5	5	2	2	2	5	5	1	3	3	3	1	1	3	1	4	2	1
0	5	0	26	1	1	3	2	2	2	2	2	2	4	4	3	2	5	5	1	3	4	3	4	5	4	5	5	2	1	5	2	4	2	2
0	5	1	24	1	1	2	1	1	4	1	5	4	2	5	3	2	2	5	1	1	2	5	5	5	5	5	5	2	1	5	2	5	2	1
1	6	1	27	1	1	1	1	2	3	3	2	3	2	3	3	3	3	4	4	1	3	1	5	2	3	5	5	2	1	5	1	3	2	1
1	6	1	19	2	1	1	2	2	3	3	3	3	3	4	3	4	4	3	3	1	2	4	5	3	3	4	5	1	1	3	2	3	1	1
1	6	0	21	3	4	2	4	4	4	3	4	4	4	4	5	5	4	5	3	3	4	3	4	5	5	5	5	2	2	5	2	3	2	2
1	6	1	21	3	1	3	3	2	3	1	3	3	2	3	5	3	3	3	1	1	3	3	3	1	3	5	5	3	2	3	2	1	1	1
1	6	1	27	1	5	2	1	5	1	1	3	3	1	1	2	1	3	1	1	1	5	5		5	1	3	1	5	3	2	1	5	1	5
1	6	0	25	3	1	1	3	2	4	2	5	2	2	2	4	3	2	5	4	2	5	5	5	1	1	1	5	1	3	3	2	3	2	3
1	6	1	24	5	5	4	4	4	3	4	4	4	5	5	5	3	3	3	4	5	2	4	2	5	4	1	1	5	5	4	5	3	4	5
1	6	1	24	1	2	1	3	2	3	3	3	1	5	1	5	3	1	5	5	3	3	3	5	1	2	5	5	1	1	5	3	2	2	3
1	6	1	22	1	1	1	5	3	3	5	4	1	4	3	3	2	3	5	5	2	4	3	4	3	4	5	5	1	1	5	4	3	1	4
1	6	1	22	4	1	5	5			3	5	5	3	3	5	1	5	5	5	5	1	1	4	1	5	3	5	1	1	1	1	1	1	1
1	6	1	23	1	1	1	1	1	5	1	1	5	5	1	5	1	2	1	5	1	1	5	5	1	1	5	5	1	1	1	1	1	1	1
1	6	1	23	1	1	1	1	2	1	1	3	2	1	2	3	1	2	2	5	1	1	1	2	1	1	1	3	1	1	2	2	1	1	1
1	6	0	24	4	1	5	3	5	4	1	3	1	1	1	3	1	5	3	5	1	5	5	5	5	5	1	5	1	1	5	5	1	5	3
1	6	0	22	5	5	3	5	3	3	5	1	2	2	5	3	5	4	5	4	5	4	2	3	5	5	3	1	5	5	1	3	1	5	1
1	6	1	23	4	1	5	5	5	5	4	5	5	5	3	5	1	1	5	5	1	1	5	5	1	2	5	5	1	1	1	1	5	1	1
1	6	0	24	4	1	1	1	5	3	1	3	4	5	2	5	5	5	5	3	3	5	5	5	1	1	1	5	1	1	1	5	5	5	3
1	6	1	25	2	1	3	1	4	4	3	4	5	2	4	3	3	3	4	4	2	5	3	5	4	5	5	5	1	1	5	1	5	3	2
1	6	0	21	3	3	4	1	2	1	2	1	2	2	2	5	1	3	5	1	2	2	2	4	2	2	1	5	1	1	5	4	3	4	2
1	6	1	25	1	1	3	2	1	3	1	4	2	1	3	3	2	2	2	3	2	1	2	5	2	1	3	5	1	1	5	4	1	1	1
1	6	0	22	1	1	1	2	2	1	5	4	3	1	4	4	1	3	5	3	1	1	5	5	1	3	3	5	1	1	4	5	2	1	1
1	6	0	23	4	3	2	2	2	2	2	5	4	5	2	5	2	3	3	3	3	3	5	5	3	3	1	5	1	1	5	5	1	3	5
1	6	1	22	1	1	1	1	1	2	3	3	3	3	2	3	1	1	2	3	4	3	3	5	3	5	5	5	1	1	4	1	3	5	1
1	6	1	23	1	1	2	1	1	3	4	1	3	5	3	5	1	3	4	3	1	3	4	5	2	3	5	5	1	1	5	3	4	4	3
1	6	1	23	3	1	1	1	1	1	1	2	1	2	2	4	2	3	3	1	2	3		4	1	2	3	5	1	1	3	1	2	1	1
1	6	1	25	5	5	4	2	3	5	4	2	5	2	5	5	3	2	1	5	5	5	1	5	1	1	5	5	1	1	5	3	5	2	5
1	6	1	21	2	1	4	1	3	4	2	3	5	2	4	2	2	2	1	3	1	2	2	5	2	2	5	5	1	1		4	2	2	3
1	6	1	21	3	1	4	1	2	5	1	5	5	1	1	3	5	2	2	4	1	4	5	5	1	1	2	5	1	1	5	5	1	1	4
1	6	1	22	1	1	2	3	2	5	1	3	5	3	5	3	3	3	5	2	2	2	2	1	1	1	1	1	5	1	5	1	1	1	1
1	6	1	22	1	1	1	1	1	2	1	1	3	3	1	1	1	2	1	3	1	3	1	4	1	1	3	5	1	1	3	3	3	2	1
1	6	0	22	1	3	3	3	4	2	1	4	4	4	3	4	3	3	5	5	4	4	4	5	2	4	4	5	1	1	3	4	2	3	1
1	6	0	24	2	2	5	1	3	5	3	3	5	2	1	2	2	3	1	3	2	2	3	2		1	5	2	2	3	3	5	2	3	3
1	6	0	22	1	2	1	3	2	2	1	2		2	2		1	1	2	1	2	1	2	2	1	2	1	1	1	2	3	2	1	1	1
1	6	0	20	4	4	2	4	1	5	1	5	5	3	1	5	3	5	5	4	5	5	5	3	2	2	4	4	3	4	5	2	5	3	5
1	6	0	20	5	1	3	1	1	5	1	5	5	5	3	5	1	3	5	5	1	5	5	5	1	5	1	5	1	1	1	5	5	5	1
1	6	1	21		2	3	3	3	4	5	3	3	4	2	5	4	3	5	3	3	4	3	3	4	2	2	4	2	3	3	2	3	3	3
1	6	0	21	5	4	3	5	4	5	5	4	4	5	4	5	3	5	1	5	5	4	5	5	3	3	5	5	5	5	4	5	3	4	5
1	6	0	22	3	2	1	4	3	5	4	5	4	5	5	2	1	4	5	5	4	3	5	5	2	3	5	5	1	1	5	3	3	3	1
1	6	0	21	1	2	2	2	2	2	1	2	5	3	1	3	2	2	5	1	1	2	3	2	5	5	5	5	1	1	1	1	5	2	1
1	6	0	21	3	2	2	3	1	2	1	2	4	2	2	5	3	3	3	1	1	2	4	5	3	3	3	5	1	1	4	3	3	1	2
1	6	1	20	3	1	3	3	1	4	1	3	1	1	1	5	1	5	1	3	1	5	2	1	1	1	3	1	1	1	5	1	3	3	1
1	6	1	24	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	4	1	1	1		4	1	4	5	1	1	5	1	1	1	1
1	6	1	23	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	5	1	3	1	5	3	5	5	5	1	3	3	1	1	1	1
1	6	1	21	1	1	2	2	2	3	1	3	3	2	1	3	1	3	3	3	1	1	2	3	2	2	3	5	1	1	3	2	2	2	1
1	6	1	22	1	1	3	1	1	3	3	3	3	1	1	3	3	3	1	3	1	1	3	5	5	5	5	5	1	1	3	3	1	3	1
1	6	1	22	3	1	1	1	1	3	3	1	3	1	1	3	3	1	3	1	1	3	1	5	1	1	1	5	1	1	4	4	1	1	4
1	6	0	24	3	2	2	5	3	5	4	4	2	3	3	5	5	4	3	5	5	3	5	5	4	4	1	5	5	2	5	4	2	1	5
1	6	1	20	1	1	1	3	1	1	1	2	1	2	1	1	3	1	2	1	1	1	1	2	1	1	1	3	1	1	3	1	1	1	1
1	6	0	20	1	1	2	3	4	5	2	5	5	5	2	5	2	3	5	5	1	3	5	5	4	5	5	5	1	1	5	2	2	1	1
1	6	1	20	4	5	2	1	3	5	2	5	5	3	4	5	3	1	5	1	3	5	4	5	2	2	5	5	1	1	5	1	5	1	1
1	6	0	21	1	5	1	1	3	1	3	3	4	3	2	5	1	2	4	1	1	5	3	5	3	3	5	5	1	1	5	1	5	1	1
1	6	0	27	5	5	5	5	5	1	5	1	5	5	3	5	1	5	3	3	1	5	5	5	1	1	1	5	5	1	1	5	3	1	5
1	6	1	23	1	1	1	1	1	3	1	3	3	3	1	5	5	5	5	4	5	3	4	5	1	1	5	5	1	1	3	1	1	1	3
1	6	1	23	1	1	1	1	1	2	1	2	5	1	1	3	5	1	1	1	1	5	1	1	1	1	3		1	1	1	1	1	1	1
1	6	1	22	1	1	1	1	1	1	1	1	1	2	1	3	1	1	3	2	1	2	1	3	2	5	4	5	1	1	5	1	2	1	1
1	6	0	24	5	2	5	1	4	4	2	5	3	3	3	5	4	2	5	3	1	4	4	4	2	3	5	4	1	1	5	5	2	1	3
1	6	0	23	1	1	1	2	2	3	3	1	4	3	2	4	1	1	5	2	3	3	3	5	2	5	5	5	3	3	5	3	5	2	3
1	6	1	22	3	1	1	3	3	1	3	4	4	4	3	3	3	3	3	5	5	3	5	5	3	5	5	5	4	1	5	4	2	1	4
1	6	1	21	1	1	2	1	2	2	5	3	2	5	1	5	2	1	4	1	1	3	5	5	1	1	2	5	2	1	2	3	1	1	1
1	6	1	22	1	1	2	1	4	1	1	2	2	2	5	5	2	3	3	1	3	1	1	1	3	3	3	5	1	5	4	5	1	1	3
1	6	0	22	3	1	1	2	2	3	1	2	1	3	1	3	3	3	2	2	2	3	2	5	2	3	4	4	1	1	5	3	2	1	1
1	6	1	21	2	1	1	2	2	3	2	3	3	3	2	3	3	3	4	3	1	2	4	3	2	4	5	5	1	1	4	2	2	3	4
1	6	0	20	2		3	3	3	5	1	5	5	3	5	4	2	4	5	1	4	5	5	5	2	3	5	5	1	1	5	5	2	1	2
1	6	0	22	3	2	2	3	3	5	2	4	4	3	5	2	2	4	4	4	3	5	5	5	2	2	4	5	2	1	4	4	2	3	4
1	6	1	26	3	1	3	1	1	1	2	2	1	1	1	2	3	2	2	2	1	3	4	5	1	3	5	5	3	1	5	2	2	2	1
1	6	0	20	1	1	1	1	1	1	1	3	2	1	1	5	2	1	1	1	1	5	5	5	1	5	5	5	1	1	5	3	1	1	2
1	6	0	21	3	1	1	2	2	1	5	5	1	1	3	5	5	5	1	1	1	5	3	5	1	5	5	5	1	1	1	5	3	2	3
1	6	0	24	1	1	1	4	4	5	2	4	5	2	2	2	4	5	5	5	3	3	2	5	1	2	5	5	1	1	2	1	3	5	1
1	6	1	20	3	4	4	5	4	5	1	1	5	4	2	1	4	3	1	4	5	1	5	5	4	3	5	5	1	1	5	1	3	1	2
